id,text,simplify,score
1WIZH2vgOJE_5-5-rgb_front,"And your legs are in a Pilates stance, meaning that your heels are together, and your toes are out like a V; pointing your toes.",And your legs are in a Pilates position. This means your heels are together and your toes are out like a V.,tensor([[0.9692]])
0HObK-sd2ds_0-5-rgb_front,Hi I'm Ann Myrick and today we're going to talk about outfitting your powder room.,Hi I'm Ann Myrick and today we'll talk about how to decorate your powder room.,tensor([[0.9072]])
5R_edfcFUP0_3-3-rgb_front,We'll pull a few more of these weeds out of the way and were going to rake it in.,We're going to pull a few weeds out of the way and then rake it in.,tensor([[0.9209]])
caSH1HZRhZA_25-5-rgb_front,And it'll stay enough so that we can simply pull.,It will stay long enough that we can just pull.,tensor([[0.8917]])
cP4ZkVUIKGE_12-9-rgb_front,This plant can be grown inside in a bright area or even a low lit area.,This plant can be grown inside in a bright area or in a dark place.,tensor([[0.9803]])
1TulVSuotyY_4-5-rgb_front,And you're trying to greet the world with a very even bright energetic kind of face.,And you're trying to welcome the world with a very even bright positive face.,tensor([[0.7890]])
0uXFGfpBDWc_1-11-rgb_front,"indoor rock climbing gym in Wilmington, North Carolina.","Rock climbing studio in Wilmington, North Carolina.",tensor([[0.8574]])
dEimfSueTwk_9-5-rgb_front,"Again, you hold the handle between your knees, but you're kneeling down.","Again, the handle is held between your knees, but you are down.",tensor([[0.9130]])
apME2W12Uwo_4-8-rgb_front,"So what I'm going to do is just very gingerly, carefully remove the glass and just set it on the cardboard.",So what I'm going to do is take the glass off very carefully and just set it on the cardboard.,tensor([[0.9811]])
-eP-kUd9hD8_2-5-rgb_front,So what you have is this creates this flow of electrons through this wire coils.,So what you have here is this flow of electrons through the wire coils.,tensor([[0.8817]])
bhwmLgCrgVU_0-8-rgb_front,"Now that the base is on, I'm going to move on to the lid color.","Now that the base is on, I'm going to change the color.",tensor([[0.7934]])
-EAXGeHv9U4_13-8-rgb_front,"Like that, put that down, see how it steams, and it's sealing it shut for us right now.","Like that, put that down, see how it steams, and right now it's closed for us.",tensor([[0.7469]])
0uCaKKqoPSk_9-8-rgb_front,"So pretty much you cannot fix your bad soil, give it up.","So you can't really fix your bad soil, give it up.",tensor([[0.9553]])
fGcgX2F_Epc_8-3-rgb_front,AVP is the association of volleyball professionals.,AVP is the world's largest volleyball organization.,tensor([[0.9349]])
1O_X7NnW-HA_8-5-rgb_front,You do need to be a classmate in order to get the information.,You do have to be a classmate to receive the information.,tensor([[0.8955]])
BwF27cuWJwM_0-8-rgb_front,"The next move I'm going to show you is called ""walking a veil"".",The next thing I'm going to show you is called the veil.,tensor([[0.7088]])
bZfiiqG_cF8_4-5-rgb_front,"The rest of em', as you can see, are a little bit discolored and darkened with age.","The rest of them, as you can see, are a little discolored with age.",tensor([[0.9547]])
aAxwZVOGyXs_8-5-rgb_front,That's the key to not getting shot inside a bunker or a fort.,This way you will not be shot inside a bunker or a fort.,tensor([[0.7538]])
4UKcwg0pk90_2-3-rgb_front,"Now, some doctors say to not touch the umbilical cord at all.","Now, some people say not to touch the umbilical cord at all.",tensor([[0.9616]])
0JZYw74996E_19-5-rgb_front,You're going to want to let your jack creep down very slowly.,You will need to let your jack come down very slowly.,tensor([[0.8089]])
BbBdxWO88-I_23-8-rgb_front,"And you can--and the great thing is also, I mean, you can use this on your face--here, lay back a little bit.","And you can, and the great thing is, I mean, you can use it on your face. Here, take a seat.",tensor([[0.8538]])
EmxarfGOKd0_10-8-rgb_front,"In any sick reptile, raise the temperatures, it always helps.","In any sick animal, raise the temperature. It always helps.",tensor([[0.7341]])
08PDyCn-pxI_9-5-rgb_front,These guys first of all have to know their assignments.,These people first need to know their assignments.,tensor([[0.8681]])
C88yVO-7XzA_8-3-rgb_front,Anyway here's where we are and now let's move on to our next step.,So that's where we are and now let's take the next step.,tensor([[0.9026]])
BXa-8t_3mHs_17-8-rgb_front,"And you want to make nice, long, even strokes when you do this.","And you should make long, even strokes when you do that.",tensor([[0.8702]])
3GKsjSStbaE_14-5-rgb_front,You can find these for sale at a variety of stores.,These can be found for sale in many stores.,tensor([[0.9360]])
0vgVGyIjRAM_5-8-rgb_front,There are several parries depending on where opponent's attacking and what we're trying to do.,There are many parries depending on where the opponent is and what we are trying to do.,tensor([[0.9149]])
cZbKzFhPbsg_0-8-rgb_front,These are also two other common instruments that a dentist uses basically everyday of their career.,These are also two other common tools that a dentist uses almost all the time in their career.,tensor([[0.9083]])
-CtWAhfREEc_1-8-rgb_front,What we've gone over today is sleight of hand using the Pinch Vanish and the French Drop.,Today we've been talking about the Pinch Vanish and the French Drop sleight of hand.,tensor([[0.7750]])
CIYvZ8ZTifY_4-1-rgb_front,"She does have some undercoat, you can see that she has some undercoat, but not a ton.","She does have some undercoat. You can see that she has a little bit, but not much.",tensor([[0.9795]])
1k093vlWd9g_11-8-rgb_front,You want every single aspect of the form of the body that you can look at and begin to reference your own drawings from.,You want every part of the body form that you can look at and start to reference your own pictures from.,tensor([[0.9114]])
BRa6-tUUd0E_5-8-rgb_front,Iâve drawn lines on this map to demonstrate exactly what these lines do.,Iâve drawn lines on this map to show you exactly what they do.,tensor([[0.8257]])
3Uu9_GGILmc_11-8-rgb_front,The crease color just goes right on the end of the eye.,The color simply goes right to the end of the eye.,tensor([[0.8189]])
czBrBQgZIuc_20-5-rgb_front,And then obviously I did it to this side as well.,Then of course I did it to this side as well.,tensor([[0.9433]])
-CYcSZkXFLs_6-8-rgb_front,"But the most important thing, the most important defense is going to be your topical skin application and your clothing treatment.","But the most important thing, the most important defense will be your clothing treatment and your topical skin application.",tensor([[0.9929]])
ewUqUklARsA_4-2-rgb_front,Then we're just going to trim off the extra.,Then we will just cut off the extra.,tensor([[0.8886]])
0EjXICFqrKo_5-8-rgb_front,Extend those legs out so you're in your push up position.,Then spread your legs so you are in a push up position.,tensor([[0.8211]])
axMUhvgrWrs_9-8-rgb_front,"Now should this happen, remember: get low to the ground, keep your face protected until you get your mask back on.","If this happens, remember to get low to the ground. Keep your face protected until you can put your mask back on.",tensor([[0.9510]])
ez2bCEZMTgc_1-5-rgb_front,Today we're going to talk about the interview process.,Today we will talk about the interview process.,tensor([[0.9601]])
1IRrpQJQvI4_2-5-rgb_front,Nitrogen is always always the first number on the bag or on the bottle.,Nitrogen is always the first number on the bottle or in the bag.,tensor([[0.9899]])
cRhaqTxGCLw_0-5-rgb_front,In our first clip we're going to actually talk about the construction of the mirrors.,In our first video we'll actually talk about the building of the mirrors.,tensor([[0.9293]])
CXf8I9XN144_5-3-rgb_front,"And based on that, princess seams are what you would see like on a jacket that's nipped in at the waist.","And based on that, princess seams are what you would see like at the waist on a jacket.",tensor([[0.9722]])
1PafdIFUsPU_8-5-rgb_front,"You're going to need one with a fine side, and a rough side.",You will need one with a good side and a bad side.,tensor([[0.6667]])
1Bo_94uRQ_Q_0-5-rgb_front,"I'm Travis Steglich with Steglich Farm Supply Inc. in Bartlett, Texas.","I'm Travis Steglich from Steglich Farm Supply Inc. in Bartlett, Texas.",tensor([[0.9940]])
46WKIipNJt8_17-8-rgb_front,"Okay, so now we have centered and secured our plant pot.",So now we have focused and established our plant pot.,tensor([[0.7863]])
BOAuIAm-p_A_27-8-rgb_front,These beads are going to be used to hold the wheels on to the wooden sticks on the axle.,These beads will be used to hold the wooden sticks on the axle to the wheels.,tensor([[0.9637]])
1UBFtrCAL1c_10-5-rgb_front,That's a bad idea because anyone at any time can have access to these emails.,This is a bad idea because anyone can access these emails at any time.,tensor([[0.9503]])
BpYDl3AO4B8_4-1-rgb_front,This makes the hands slide over it nice and easily like that.,This makes your hands slide over it easily and nice.,tensor([[0.9228]])
04hnjLKHh2g_17-5-rgb_front,First I'm going to clean off the tip there.,First I'm going to take away the tip.,tensor([[0.7745]])
18NasCihOMs_41-8-rgb_front,"Now, you notice, whatever he says would have been correct because I'm not here to judge him, I'm here to play with him.","Now, you see, whatever he said would have been right, because I'm not here to judge him. I'm here to play with him.",tensor([[0.9433]])
-cmG4MzqyjE_18-5-rgb_front,The most important thing I want you to know is that you must wear sunscreen.,The most important thing to remember is that you should wear sunscreen.,tensor([[0.9410]])
19loES0r7_4_19-8-rgb_front,"And then you have other things such as push blocks, and a push stick.",Then there are other things like push blocks and a push stick.,tensor([[0.9491]])
1XVFT7Xyk00_2-5-rgb_front,We are going to press our shoulders together.,We will put our shoulders together.,tensor([[0.8673]])
5CGdJ5Cuv5M_5-8-rgb_front,"You can pay money, you can roll three times, or you can simply roll a double.","You can pay money, or you can roll three times. You can just roll a double.",tensor([[0.9854]])
CJ8RyW9pzKU_7-8-rgb_front,And we're going to use this block to place right under Faith's hamstring.,And we're going to use this block to put under Faith's hamstring.,tensor([[0.9780]])
bFWnB7lyEh8_7-8-rgb_front,And then that stretch freely lets your body yawn and open.,"After that stretch, the body will yawn and open up.",tensor([[0.8518]])
1JfvA3hlnJs_14-5-rgb_front,"Now, another danger in the environment for chameleons is ingestion of foreign objects.",Another risk for chameleons in the environment is that they eat foreign objects.,tensor([[0.9306]])
1ovWfK_k3-Q_2-8-rgb_front,There is a barrage of places that you can take real estate classes.,There are many places where you can take real estate classes.,tensor([[0.9715]])
1--HXyOH4kg_0-5-rgb_front,Another very important part of our weight management program is understanding energy sources.,Another important part of our weight loss program is learning energy sources.,tensor([[0.9025]])
1DSsHgAToGY_9-5-rgb_front,And see now Patricia if you lift up your leg Patricia.,"And see now, if you raise your leg, Patricia.",tensor([[0.8789]])
0wN3i0WqZeQ_0-8-rgb_front,If you have played poker in the last five years chances are you played Texas Holdem'.,"If you have played poker in the last five years, you probably played Texas Holdem.",tensor([[0.9771]])
0-vrO9sZ5ow_3-5-rgb_front,"It's a modified back bend on the ball, it feels really great on your spine.",It's a different back bend. It feels really good on your spine.,tensor([[0.7463]])
1RKbOiQngXo_4-5-rgb_front,You can flip it upside-down and have the knots at the bottom if you wanted to.,You can turn it upside-down and put the knots at the bottom if you want.,tensor([[0.9619]])
57bbRJn0xec_9-1-rgb_front,So let's say that she does 6 or 7 repetitions and she starts to fatigue.,So let's say she does 6 or 7 times and she starts to get tired.,tensor([[0.8133]])
Fwdg09U5WqQ_3-1-rgb_front,"So, what that means is you shouldn't be afraid to work with glass.","Therefore, you should not be afraid to work with glass.",tensor([[0.8760]])
2c0pN0EgeJA_5-5-rgb_front,"We'll get this hot, and we will connect it.",It will be hot and we will connect it.,tensor([[0.8331]])
0pMxYTo5cKU_10-5-rgb_front,What is great about these cutting boards is just pick it up put it right into our bowl.,The best thing about these cutting boards is just pick it up and put it into our bowl.,tensor([[0.9789]])
0-bR2rq-qps_11-5-rgb_front,"Now, the thing to be careful about astringent, it's very piercing to your skin.",The important thing about astringent is that it's very piercing to your skin.,tensor([[0.9391]])
-AZVqXtWGg0_5-8-rgb_front,So I'm going to line it up on my outside edge.,So I'm going to put it on the outside edge.,tensor([[0.8484]])
1RgGCJ0hw6k_16-5-rgb_front,She wants to reach the crown of her head forward and then allow her face to rotate.,She should reach the top of her head and then allow her face to turn.,tensor([[0.7903]])
1qNsErmkIiU_1-3-rgb_front,"I'm Laura Gibson, beauty expert and I'm here today to talk to you about curling irons, not only curling irons but your battery operated curling iron.","I'm Laura Gibson, beauty expert and I'm here today to talk to you about your curling iron, not just your electric curling iron.",tensor([[0.8975]])
2Avq_ST7qPU_8-5-rgb_front,"Because, you have to think about where the center is on the body and then put that into your drawing.",Because you need to know where the body's center is and then put that into your drawing.,tensor([[0.9332]])
1YR0GF3vd4w_9-8-rgb_front,The reason why we want to be more aggressive is really want to loosen those dead skin cells and allow the blackheads to release.,The reason why we want to be more aggressive is because we want to release those dead skin cells.,tensor([[0.8939]])
1RKbOiQngXo_3-5-rgb_front,The point of this is to create variation in your styles.,The point is to create different styles.,tensor([[0.9336]])
Fwdg09U5WqQ_4-1-rgb_front,"You shouldn't be afraid that it is just going to be breaking all the time but you do have to be careful with it, okay.","You don't have to worry that it's going to break all the time, but you do have to be careful with it.",tensor([[0.8794]])
0vHattAvsqk_2-8-rgb_front,"Use a wall or a person to help you learn how to ride a unicycle, right.","Use a wall or someone to teach you how to ride a bike, right?",tensor([[0.8083]])
1GjvLelvNE0_3-5-rgb_front,Have found that it's very helpful if you set up a routine or a schedule.,I have found that it's very helpful if you have a schedule or routine.,tensor([[0.9037]])
1rs4i373I7w_20-8-rgb_front,These are some of the big items that don't make the budget list but which will also throw budgeting into chaos.,"These are the big things that don't make the list, but they can also throw your budget into chaos.",tensor([[0.8899]])
-F6vN4bOBWs_2-8-rgb_front,"But, I'm Dr. Felicia and I'm here to give you a few tips on how to do that.",But I'm Dr. Felicia and I'm here to tell you how to do that.,tensor([[0.9246]])
bFWnB7lyEh8_0-8-rgb_front,And now we continue with the L Shape Traveling Walk with the stretch on the ends.,And now we continue the L shape walking walk with the stretch at the end.,tensor([[0.9261]])
bUsxa-igAF0_13-8-rgb_front,"And you can see, there is quite a bit of white milky substance coming out here.","And as you can see, there's a lot of white milky stuff coming out here.",tensor([[0.9377]])
5CGdJ5Cuv5M_2-8-rgb_front,Getting in to jail happens when you roll a two of a kind three times.,A person goes to jail when they roll a two of a kind three times.,tensor([[0.9059]])
CJ8RyW9pzKU_0-8-rgb_front,GINA KENNEDY: Hanumanasana is a pose that even some practice yogis are a little bit nervous about trying.,GINA KENNEDY: Hanumanasana is a pose that even some practice yogis are a little bit concerned about.,tensor([[0.9601]])
ElkLut10fCQ_9-8-rgb_front,"And then, go do something else, double-end bag maybe.","Then you can do something else, maybe a double bag.",tensor([[0.7802]])
BpYDl3AO4B8_3-1-rgb_front,Now what I like to do first is get some water on my piece of clay.,The first thing I like to do is put water on my piece of clay.,tensor([[0.9233]])
CQYIOWzYywU_0-5-rgb_front,Now I'm ready to put the images onto our sheet of plastic.,Now I'm going to put the pictures on a sheet of plastic.,tensor([[0.8866]])
1rc77BaY7jg_2-8-rgb_front,"May I mention one of my mentors, Raphael Boguslav?",May I tell you about Raphael Boguslav?,tensor([[0.7297]])
58xX_6AShZQ_0-5-rgb_front,Do you ever find yourself looking for different ways to entertain yourself?,Do you ever think about different ways to entertain yourself?,tensor([[0.9169]])
-bx5X9wxho4_0-5-rgb_front,So this is a Modified Hand To Big Toe Pose.,This is called the Big Toe Pose.,tensor([[0.8132]])
alsOytcPxas_8-8-rgb_front,"Some of the best Shirazes come from Australia, and they can be very, very spicy indeed.","Some of the best Shirazes come from Australia. They can be very hot, very hot.",tensor([[0.8748]])
DUf34jVJjeY_4-8-rgb_front,So she's going to ground to her feet and come into a half lotus position.,Then she will move to her feet and get into a half lotus position.,tensor([[0.8752]])
-fPRgGA3QYY_20-5-rgb_front,And then you're going to slide your knife slightly ahead.,"After that, you will slide your knife slightly ahead.",tensor([[0.8672]])
CXf8I9XN144_2-3-rgb_front,"That's why they're in the dart category because even though they're not called a dart, that's, that's their purpose.","That's why they're in the dart category. Even though they're not called a dart, they still have a purpose.",tensor([[0.9624]])
cOQgnuYJzyw_14-8-rgb_front,"First and foremost, you usually want to let the captain go ahead and call a couple of cheers.","Most of the time, you should let the captain go ahead and call a couple of cheers.",tensor([[0.9589]])
EVXMvKdabuc_28-1-rgb_front,So there we have different ideas of things you can put together for your chocolate theme.,So there we have various things that you can create for your chocolate theme.,tensor([[0.8813]])
0EjXICFqrKo_2-8-rgb_front,So you're going to come onto your hands and knees just like you did before.,Then you will get on your hands and knees just like you did before.,tensor([[0.8755]])
1TU3WpD2Oj0_6-5-rgb_front,We made our outline and now we're going to fill it in with some colors.,We've got the design and now we'll fill it in with some colors.,tensor([[0.8211]])
5VX_yUTOwcU_10-3-rgb_front,"These backbones are loaded with meat, flavor, they make great chowder, gumbo, or you can just cook it up and pick the meat off with a fork.",These backbones are full of meat and flavor. They make a good chowder or gumbo. You can just cook it up and pick off the meat with a fork.,tensor([[0.9702]])
1ghvkzsMgbM_18-8-rgb_front,And then I'll show you how to slice the root vegetables for the flower petals.,Then I will show you how to cut the vegetables for the flower petals.,tensor([[0.9326]])
3Uu9_GGILmc_16-8-rgb_front,"Little by little, depending on how exciting you want go with this look.","Little by little, depending on how you like it, you can go with it.",tensor([[0.8107]])
1jzQa7PnItU_10-3-rgb_front,It's going to have a legend that tells you what all the symbols are on the map.,It will have a legend that will tell you what the symbols are on the map.,tensor([[0.9251]])
eBrlZcccILg_4-3-rgb_front,"My name is Carl Fudrickson, and I am a world class expert in the flute.","My name is Carl Fudrickson, and I am a professional flute player.",tensor([[0.9366]])
0HjhaTfGAdE_2-5-rgb_front,I would like to invite you to visit our website at www.teamclarke.org.,Please visit our website to learn more at www.teamclarke.org.,tensor([[0.8833]])
bH1KCt78l7c_0-8-rgb_front,"Hi, this is Jon, and in this clip we'll be applying the first coat of finish.","Hi, I'm Jon, and in this video we will be putting the first coat on.",tensor([[0.8093]])
06Yvm4X81WI_13-5-rgb_front,"One good tip is, and I don't have it here today, but is to always attach a rope with a tied loop to the top of this.","One good tip is, and I don't have it here today, but you should always put a tied loop on top of this.",tensor([[0.8488]])
BRa6-tUUd0E_2-8-rgb_front,"When reading a map of when you are going hiking, there are some things to look at right away.","When you look at a map when you go hiking, there are some things you should look at.",tensor([[0.9038]])
ey9K0GWYkSI_17-8-rgb_front,You might have to tap it off a little bit because you can see how it gets deposits of more powder whereas this one gets an equal share of powder through the whole brush.,You might have to tap it off a little bit because you can see how it gets deposits of more powder. The entire brush gets an equal amount of powder.,tensor([[0.8771]])
34N8w-SDIc4_2-5-rgb_front,In this segment I'm going to give you a few tips on clipper cutting.,"In this article, I will give you some tips on clipper cutting.",tensor([[0.8443]])
fH5XOSfcoIk_8-5-rgb_front,You're going to get a lot better search results.,You will get much better search results.,tensor([[0.9302]])
0vgVGyIjRAM_2-8-rgb_front,"So when we are protecting ourself, one, we're looking to protect ourselves with our feet, but two, we do look to protect ourselves with our blade.","So when we protect ourselves, one, we try to protect ourselves with our feet, but two, we try to protect ourselves with our hands.",tensor([[0.8108]])
0H60j0VxTaE_4-5-rgb_front,So it's not a bad idea to have a spare helmet along with you.,So it's not a bad idea to bring a spare helmet with you.,tensor([[0.9740]])
cKW0IfaDisU_11-3-rgb_front,"Pretty soon, it'll just go right through and I'll have my cardboard protecting the carpet area.","Pretty soon, it will just go through and I will have my cardboard covering the carpet.",tensor([[0.9390]])
BXa-8t_3mHs_10-8-rgb_front,"There's a depth adjustment knob, which is here, and then there's also an angle lever here.","There's a depth control button here, and then there's also an angle control button here.",tensor([[0.8601]])
2q5qGVs_7Wo_0-8-rgb_front,"Ok, so now that you know your set up, you got it all written down, maybe, to help you remember.","So now that you know what you're doing, you've got it all written down, to help you remember.",tensor([[0.4893]])
55iR3RXwuTA_3-8-rgb_front,"So right now, his man has the ball, so Kyle is going to be on the ball in defense.","So right now, his man has the ball, so Kyle will be playing defense right now.",tensor([[0.9637]])
bZfiiqG_cF8_3-5-rgb_front,"Now I, as you can possibly see, I have replaced this string with a nice new string.","Now, as you can see, I have changed this string with a good new one.",tensor([[0.9340]])
5vl23AL3mpY_1-8-rgb_front,"Left hand facing down, right thumb by the ear.","Right hand facing up, left thumb by the ear.",tensor([[0.9912]])
2-c2l2JnRBU_0-8-rgb_front,"On this clip I want to talk about grids, grids are a light modifier, if you look at that, see how it kind of disappears when I turn that.","In this video I want to talk about grids, grids are a light modifier, if you look at that, when I turn it, you can see it.",tensor([[0.9357]])
1IHiA_6XXrI_17-5-rgb_front,And you can draw like obviously some pattern on them.,And you can draw like clearly a pattern on them.,tensor([[0.9462]])
DxFIaxNaCZI_21-8-rgb_front,"So to make it more secure, there is a number of techniques that we can use.","So to make it more secure, there are several techniques that we can use.",tensor([[0.9956]])
4MXwmQ7Ht6E_11-8-rgb_front,"And so we just want to grab this mark, and just pinch it, just like this so it is there on top.","And so we just want to take this mark, and just pinch it, like this, so that it's on top.",tensor([[0.9541]])
1TUhpDtbOck_9-5-rgb_front,Go all the way to the end.,All the way to the end.,tensor([[0.8272]])
caSH1HZRhZA_22-5-rgb_front,So what I'm doing is I'm holding the tension on both sides of this little knot that we've tied.,So what I'm doing is I'm holding the tension on both sides of the little knot together.,tensor([[0.8565]])
-AFID_P6YU0_8-8-rgb_front,"They look like a Hershey's Kiss candy, and there's a root side and bullseye side.",They look like a Hershey's Kiss candy. There's a bullseye and root side.,tensor([[0.9778]])
D1KcyG3ZgdM_9-8-rgb_front,It's going to tell you how long to process based on how gray your hair is.,It will tell you how long it will take based on how gray your hair is.,tensor([[0.8828]])
1WIZH2vgOJE_2-5-rgb_front,Your head and shoulders are lifted off the mat.,The head and shoulders are taken off the mat.,tensor([[0.7814]])
5R_edfcFUP0_4-3-rgb_front,"Now with lettuce it doesn't like to be covered up with dirt too much, just wants to be raked in.","Now with lettuce, it doesn't want to be covered up too much. It just wants to be raked in.",tensor([[0.9295]])
1dpRaxOTfZs_5-8-rgb_front,"And you need to know that your videographer is going to be there or your wedding day, especially if you don't talk to him for another month or two or a few weeks depending on how early you book.","And you need to know that your videographer is going to be there or your wedding day, especially if you don't talk to him for a few weeks or another month, depending on when you book.",tensor([[0.9950]])
FGfPccy3juw_7-5-rgb_front,"One, two, three, four, I declare war.","One, two, three, four, let's fight.",tensor([[0.7205]])
19f_ac2f2C8_0-8-rgb_front,"Are you tired of using the eyelash curler everyday, and wondering if you can permanently curl your eyelashes?",Are you tired of using the eyelash curler every day? Do you want to curl your eyelashes forever?,tensor([[0.9046]])
F4vLouSKy4c_22-8-rgb_front,This is Greg with fitness for life and this concludes our weight training for volleyball.,This is Greg with life-long fitness and this ends our weight training for volleyball.,tensor([[0.9526]])
3frKRYWXdho_6-8-rgb_front,"Once they've touched each other and you've combed them or mushed the color together, you've actually now have a glob of hair.","Once they've touched each other and you've combed them or mushed the color together, you've got a hair product.",tensor([[0.8552]])
EVXMvKdabuc_15-1-rgb_front,"Sometimes in the stores in the Keys in Florida, you'll find these.","Sometimes in Florida, in the Keys, you will find them.",tensor([[0.7084]])
1Eq8tHs0zGA_4-5-rgb_front,"If you have back issues you can sit up a little bit straighter, keep a nice long spine.","If you have back problems, you can sit up a little straighter and keep a long spine.",tensor([[0.9091]])
5S5lUNRT85M_12-8-rgb_front,"So, if you can get a kite where you're going to put it on and inflate it all from a single point, it will inflate all these struts, including your leading edge all from right here.","So, if you can get a kite where you can put it on and inflate it all from a single point, it will inflate all these struts, all your edges, all from right here.",tensor([[0.9298]])
cvn7htBA8Xc_2-8-rgb_front,"As I mentioned, I like to lightly hold the dog's collar, bait them so they know that a command is to follow.",I like to hold the dog's collar lightly. I bait them so that they know that a command is coming.,tensor([[0.9579]])
Fw5oYBjjmSI_1-5-rgb_front,At least the kind that I use and I think most artists of mosaic use.,At least the kind that I use and most mosaic artists use.,tensor([[0.9714]])
1BYz1IhT5F0_10-8-rgb_front,"Remember, 1800 degrees, like popcorn, it's going to be a good mix and a good addition if you want to be a good gardener.","Remember, 1800 degrees, like popcorn, it's going to be a good addition and a good mix. ",tensor([[0.8759]])
DpzyzJvORMg_9-3-rgb_front,Another natural remedy is to make a paste of sandalwood powder and rosewater.,Another natural way is to add sandalwood powder and rosewater to it.,tensor([[0.8153]])
0sPhvzvqXqY_11-8-rgb_front,Mixed Martial Arts is excellent for children because it builds self-confidence in them.,Mixed martial arts is very good for children because it gives them confidence.,tensor([[0.9839]])
2i72vxkUJAs_18-5-rgb_front,It's really better to be used as a finishing brush.,It really should be used as a final brush.,tensor([[0.8355]])
BJ8iJ9ps2NY_2-8-rgb_front,I want to talk a little bit about the difference between sales agent and Realtor.,I would like to talk about the difference between a realtor and sales agent.,tensor([[0.9337]])
5qsNHYnRWYQ_5-3-rgb_front,"But before anything, be confident, have fun with your job interview and be enthusiastic.","But before anything, be positive, enjoy your job interview and be excited.",tensor([[0.9518]])
-BrxzwEb3E8_9-8-rgb_front,Let's take it back; hips to heels.,Let's change the hips to heels.,tensor([[0.7966]])
1roNMBxogDE_5-8-rgb_front,Again in general the leader is using his frame.,"Again, the leader is generally using his body.",tensor([[0.8153]])
2sJ9mg1QsBs_5-5-rgb_front,"This liquid right here actually adds shine to the hair, leaving the hair soft, and it's wonderful.","This particular liquid actually adds shine to the hair, making the hair soft, and it's great.",tensor([[0.9713]])
EUX-PNdmh-g_4-5-rgb_front,"And then you're going to continue from there, one foot after the other, with the front foot being flat on the floor.","And then you will continue from there, one foot at a time, with the front foot on the ground, flat.",tensor([[0.9292]])
C5tmJXRemUM_4-8-rgb_front,"Sometimes you don't know and its oops, my hair's burnt, I don't know what to do.","Sometimes you don't know and it's like, my hair is burnt, I don't know what to do.",tensor([[0.8754]])
DFS78Sd76ek_17-4-rgb_front,"He may be shy, he may be grumpy, but he's alive.","He might be shy, he might be grumpy, but he's alive.",tensor([[0.9965]])
1pBXuCxJKx8_27-8-rgb_front,So that's really the number one thing I look for in a barrel horse beyond confirmation is they have to have the desire to do this job.,So that's really the main thing I look for in a barrel horse beyond test is that they should have the want to do this job.,tensor([[0.9157]])
eAWErqR6vtQ_9-8-rgb_front,"And itâs going to start back over, zip zap zop, zip zap zop.","And itâs going to start again, zip zap zop, zip zap zop.",tensor([[0.9511]])
-96cWDhR4hc_6-5-rgb_front,"Here i have just put a roll of tape, something that I can lean on.",Here I have just put a roll of tape. This is something I can use.,tensor([[0.8151]])
3CrOUbBvRkQ_24-5-rgb_front,And there are greeting cards out there with that.,There are even greeting cards about it.,tensor([[0.6601]])
0u83ZskRPt0_2-8-rgb_front,"And you look here it has four knives, and you see the knives here they are on this part they are very sharp.","And you look here, there are four knives, and you can see the knives here, they are very sharp.",tensor([[0.9057]])
bHEw7t7tJsc_16-5-rgb_front,And then you just want to make sure that your glass is clean and dry.,"After that, you want to make sure your glass is dry and clean.",tensor([[0.8566]])
2-G31CNowCU_3-8-rgb_front,"These are a medium size lizard, average about three feet.",They are a medium size lizard. They are about three feet.,tensor([[0.9599]])
0sff0qsiAbw_11-8-rgb_front,You can put them on little stands and have them to people to--always take wedding pictures from people and put it on their [SOUNDSA LIKE] built-up sign.,You can put them on small stands and give them to people to take pictures with and put it on their [SOUNDSA LIKE] built-up sign.,tensor([[0.8428]])
06St8W_JHok_0-5-rgb_front,"The first step of our seascape is, surprise, surprise, not supplies.","The first step in life is surprise. Not surprise, not supply.",tensor([[0.6680]])
1gzlYGPQ9Zs_0-8-rgb_front,CHRIS MURPHY: Hi.,CHRIS MURPHY: Hi.,tensor([[1.0000]])
1uXVMh-7lmI_5-8-rgb_front,"If you go to a garden center, farmers market, and you see something that you like, and you've got a sunny spot, and it will do well in the sun, plant it there.","If you go to a farmers market, garden center, and you see something that you like, and you have a sunny spot, plant it there. It will do well in the sun.",tensor([[0.9537]])
46WKIipNJt8_3-8-rgb_front,"Now, what I'm going to do is turn the plant pot on the wheel and take my pin tool and steady my hands up and let the pin tool touch the pot.","Now, what I'm going to do is turn the plant pot on the wheel. I'm going to hold my hands up and let the pin tool touch the pot.",tensor([[0.9707]])
_-adcxjm1R4_1-8-rgb_front,Before you paint you want to make to rub off with a rag any of the dust from the sanding.,"Before you paint, you should rub off with a rag any dust from the sanding.",tensor([[0.8758]])
-fSI2e1pqkY_16-5-rgb_front,"If your paper towel is saturated, get another one.","If your paper towel is wet, get another one.",tensor([[0.9378]])
1bz6oY731gQ_0-8-rgb_front,In this series we are going to be working the abdominals with the challenge of using a theraband to go along with it.,In this series we will be working the abdominals with the problem of using a theraband to support it.,tensor([[0.9216]])
1PD7HXermBM_4-8-rgb_front,"So if you're looking for some nice abs, doing these inner tight muscles will help it along.","So if you want some good abs, doing these tight inner muscles will help it along.",tensor([[0.9728]])
2t0bY_rE108_7-8-rgb_front,"Whenever you see something that is microwavable, it'll say to microwave it on a medium, high or low, of course, this is the button that you want to press to adjust that.","If you see something that can be microwavable, it will tell you to microwave it on a medium, high or low, so that's the button you need to press to change that.",tensor([[0.9363]])
